Location,TCFDCategoryName,TCFDSubCatName,RiskFactorName,ScenarioName,RiskYear,ValueAtRisk,ParentCorpID
Monte_Grande_Argentina,  Transition Risk,Technology,New technology ,RCP8.5,2050,0.059045,7
Monte_Grande_Argentina,  Transition Risk,Technology,New technology ,RCP8.5,2060,0.261016,7
Monte_Grande_Argentina,  Transition Risk,Technology,New technology ,RCP8.5,2070,0.396529,7
Monte_Grande_Argentina,  Transition Risk,Technology,New technology ,RCP8.5,2080,0.481369,7
Monte_Grande_Argentina,  Transition Risk,Technology,New technology ,RCP8.5,2090,0.587181,7
Monte_Grande_Argentina,  Transition Risk,Market,Reputation damage ,RCP8.5,2010,0,7
Monte_Grande_Argentina,  Transition Risk,Market,Reputation damage ,RCP8.5,2020,0,7
Monte_Grande_Argentina,  Transition Risk,Market,Reputation damage ,RCP8.5,2030,0,7
Monte_Grande_Argentina,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,0,7
Monte_Grande_Argentina,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,0.042175,7
Monte_Grande_Argentina,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,0.18644,7
Monte_Grande_Argentina,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,0.283235,7
Monte_Grande_Argentina,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,0.343835,7
Monte_Grande_Argentina,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,0.419415,7
Monte_Grande_Argentina,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,0,7
Monte_Grande_Argentina,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,0,7
Monte_Grande_Argentina,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,0,7
Monte_Grande_Argentina,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,0,7
Monte_Grande_Argentina,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,0.08435,7
Monte_Grande_Argentina,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,0.37288,7
Monte_Grande_Argentina,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,0.56647,7
Monte_Grande_Argentina,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,0.68767,7
Monte_Grande_Argentina,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,0.83883,7
Monte_Grande_Argentina,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,0,7
Monte_Grande_Argentina,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,0,7
Monte_Grande_Argentina,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,0,7
Monte_Grande_Argentina,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,0,7
Monte_Grande_Argentina,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,0.59045,7
Monte_Grande_Argentina,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,2.61016,7
Monte_Grande_Argentina,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,3.96529,7
